iter	Logloss
343	0.2805022818
344	0.2803865755
345	0.2802740929
346	0.2799129064
347	0.2797294269
348	0.2795216358
349	0.2794189151
350	0.2792151247
351	0.279006648
352	0.2788861318
353	0.2786878644
354	0.2785882535
355	0.2783351012
356	0.2782203017
357	0.278052047
358	0.2779285806
359	0.2777923019
360	0.2775609128
361	0.2774304386
362	0.2773248322
363	0.2772240661
364	0.2770370391
365	0.2769382356
366	0.2766835567
367	0.2764551087
368	0.2760642663
369	0.27576924
370	0.2754872031
371	0.2753339496
372	0.2751825905
373	0.2749995994
374	0.2747800917
375	0.2746248356
376	0.2743589952
377	0.2740960749
378	0.2738702178
379	0.2736228265
380	0.2734009353
381	0.2732458728
382	0.2731501552
383	0.2728676626
384	0.2725643364
385	0.2723504215
386	0.2718936242
387	0.2718280174
388	0.2716490769
389	0.27135088
390	0.2712095768
391	0.2709084442
392	0.2706609028
393	0.270454015
394	0.2701963079
395	0.2700051135
396	0.2698522336
397	0.2695500506
398	0.2693672082
399	0.2691906164
400	0.2688182307
401	0.2686674723
402	0.2683862518
403	0.2681919206
404	0.2679885407
405	0.2678629389
406	0.2676486488
407	0.2675135181
408	0.267373425
409	0.267208572
410	0.267028018
411	0.2668890856
412	0.2666402347
413	0.2664220581
414	0.2662463012
415	0.2659596519
416	0.2657022828
417	0.2655081951
418	0.2653922689
419	0.2651532032
420	0.2649180957
421	0.2646362585
422	0.2643520271
423	0.2640404335
424	0.2638334739
425	0.2636922006
426	0.2635227163
427	0.2633910057
428	0.2630598802
429	0.2628998478
430	0.2626586141
431	0.2624973693
432	0.2624005862
433	0.2622123383
434	0.2619837268
435	0.2618003202
436	0.2617174627
437	0.2614659056
438	0.2612331916
439	0.2608772396
440	0.2606465871
441	0.2604768747
442	0.2602475395
443	0.2600164354
444	0.2598588124
445	0.2596914296
446	0.2594150582
447	0.2592009292
448	0.2589775323
449	0.2587670676
450	0.2584593033
451	0.2582201842
452	0.2581513227
453	0.2579141065
454	0.2577579058
455	0.2575687371
456	0.2572601877
457	0.257097399
458	0.2568775333
459	0.2566758223
460	0.2564273582
461	0.2563018591
462	0.2561676364
463	0.2559346821
464	0.2555944664
465	0.2554002653
466	0.255200506
467	0.2549628412
468	0.2548036149
469	0.2545480139
470	0.2543295021
471	0.254021088
472	0.2538038725
473	0.2536116445
474	0.2534852219
475	0.2533704037
476	0.2531672245
477	0.2528410507
478	0.2526772894
479	0.252455366
480	0.252239604
481	0.2521475406
482	0.2520246314
483	0.2519326645
484	0.2516544141
485	0.2514844051
486	0.2512483591
487	0.2510641202
488	0.2508446957
489	0.2505447346
490	0.2503595268
491	0.2502207033
492	0.2500911857
493	0.2499524945
494	0.2497717391
495	0.2495746511
496	0.2493570634
497	0.2490645481
498	0.2488603056
499	0.248627297
500	0.2485063324
501	0.2483725486
502	0.248174837
503	0.2479961402
504	0.247780298
505	0.2476453587
506	0.2473497846
507	0.2470987632
508	0.2469984149
509	0.2468799344
510	0.2467281802
511	0.246486861
512	0.2463701651
513	0.2462838388
514	0.2460244505
515	0.2457981543
516	0.2456317139
517	0.2454147846
518	0.2453122897
519	0.2452110784
520	0.2450157814
521	0.2449129208
522	0.2446770195
523	0.2445438921
524	0.2444414878
525	0.2443899966
526	0.2442530426
527	0.2441279439
528	0.2439257574
529	0.2438104849
530	0.2435807421
531	0.2434257867
532	0.2432990218
533	0.2431055021
534	0.2429317718
535	0.2427440848
536	0.2426076839
537	0.2423923307
538	0.242219362
539	0.2420779236
540	0.2418141467
541	0.2416136424
542	0.2415266931
543	0.241375946
544	0.2412587693
545	0.2411382256
546	0.2409678448
547	0.2406842085
548	0.240520902
549	0.2403661474
550	0.2401550011
551	0.2399521226
552	0.2398049208
553	0.2396058504
554	0.2394306056
555	0.2392469423
556	0.239039093
557	0.2389329893
558	0.2387452803
559	0.238523021
560	0.2382731377
561	0.2380994185
562	0.2379026622
563	0.2377267428
564	0.2375773095
565	0.2373477049
566	0.2370510212
567	0.236964097
568	0.2366986117
569	0.2365170503
570	0.2362969313
571	0.2362054786
572	0.2360956124
573	0.2359402046
574	0.2357898816
575	0.2356421881
576	0.2355345149
577	0.2353185373
578	0.2351146669
579	0.2349192607
580	0.2347463816
581	0.2344942071
582	0.2343931463
583	0.2342325912
584	0.2339759166
585	0.233703589
586	0.2335292892
587	0.2334174879
588	0.2332424242
589	0.233053074
590	0.2328311991
591	0.232647151
592	0.2324632545
593	0.2322806774
594	0.2321465655
595	0.2318900912
596	0.2317367927
597	0.2316025666
598	0.2314430421
599	0.2312541784
600	0.2310835561
601	0.2308649957
602	0.2307430917
603	0.230602435
604	0.2305250091
605	0.2302547999
606	0.2300624117
607	0.2299089757
608	0.2298063068
609	0.2296483861
610	0.2294550344
611	0.2292715767
612	0.2291060201
613	0.2289470205
614	0.2287764791
615	0.2286123972
616	0.2285136552
617	0.2284054459
618	0.2282279105
619	0.2280332346
620	0.2278216308
621	0.22764762
622	0.2274662099
623	0.2273005312
624	0.2271181259
625	0.226967112
626	0.2267294363
627	0.2265909668
628	0.226395838
629	0.2263109898
630	0.2261609149
631	0.2259585561
632	0.2257594724
633	0.2256887907
634	0.2256135527
635	0.2254171629
636	0.2252517027
637	0.2250820415
638	0.2249287422
639	0.2247372647
640	0.2246211298
641	0.2244255799
642	0.2242671964
643	0.2240861316
644	0.2239301896
645	0.2236868376
646	0.2234352865
647	0.2232351656
648	0.2230956917
649	0.2229059495
650	0.2227602319
651	0.222634626
652	0.2224704156
653	0.2223195597
654	0.2221153307
655	0.2218684425
656	0.2216885666
657	0.2215151545
658	0.2213163716
659	0.221143337
660	0.2210206352
661	0.2208639165
662	0.2205961257
663	0.2204702657
664	0.2202673454
665	0.2200908107
666	0.2199393222
667	0.2197712683
668	0.2196713156
669	0.2195254491
670	0.2193665486
671	0.2192819684
672	0.2191702873
673	0.2190688412
674	0.219017658
675	0.2188498612
676	0.2186160191
677	0.2184805555
678	0.2182921654
679	0.2180230656
680	0.217834566
681	0.2176899886
682	0.2174906913
683	0.2173834965
684	0.2172988378
685	0.2171410486
686	0.2170392491
687	0.2168752834
688	0.2167944861
689	0.2166931095
690	0.2165123923
691	0.2164160904
692	0.2162784198
693	0.2161284374
694	0.2159742497
695	0.2158379907
696	0.2156010299
697	0.2154522366
698	0.2152752768
699	0.2151873045
700	0.2150048375
701	0.2148383546
702	0.2147271546
703	0.2145870786
704	0.2143114077
705	0.2142503552
706	0.2141854062
707	0.2139907645
708	0.2138506486
709	0.2136728143
710	0.2135786554
711	0.2134542859
712	0.2133583914
713	0.2132626644
714	0.2131043555
715	0.2129845542
716	0.2127997958
717	0.2126339696
718	0.2125097999
719	0.212390428
720	0.2122174114
721	0.2119460182
722	0.2118436564
723	0.2116288537
724	0.2114903679
725	0.2113942566
726	0.2111161828
727	0.2110264575
728	0.2108629159
729	0.2106995049
730	0.2105031743
731	0.210376666
732	0.2102285382
733	0.2100592438
734	0.2099900717
735	0.2098821081
736	0.2097782204
737	0.2096608739
738	0.2095422672
739	0.209322185
740	0.2091793351
741	0.2090602716
742	0.2089244162
743	0.2088223747
744	0.2087219965
745	0.2085366817
746	0.2084512979
747	0.2082887433
748	0.2081953762
749	0.2080111434
750	0.2078654434
751	0.207730147
752	0.2076429767
753	0.2075096914
754	0.2073591592
755	0.2071207442
756	0.2069781256
757	0.2068675827
758	0.2067116223
759	0.2066288016
760	0.2065064665
761	0.2062535176
762	0.2061366063
763	0.2060934008
764	0.2059554733
765	0.2057250816
766	0.205656521
767	0.2055036104
768	0.2053905622
769	0.2051906164
770	0.2049696035
771	0.20483522
772	0.204667068
773	0.204416614
774	0.2042564629
775	0.204101883
776	0.2039630582
777	0.203849813
778	0.2036613626
779	0.2035724834
780	0.2034351616
781	0.2031974063
782	0.2029669432
783	0.2028161983
784	0.20258877
785	0.2025092101
786	0.2023411858
787	0.2022653083
788	0.2021570373
789	0.2020347655
790	0.2018394138
791	0.2016480143
792	0.2014580421
793	0.2013192093
794	0.2012327242
795	0.2011575097
796	0.2010750103
797	0.2009140786
798	0.2007681857
799	0.2006271809
800	0.2004187217
801	0.2002188136
802	0.2000960106
803	0.1999349716
804	0.1998575018
805	0.1997145502
806	0.1995014059
807	0.1994130501
808	0.199353765
809	0.1992710616
810	0.199219485
811	0.199147469
812	0.1990353718
813	0.1988987209
814	0.1987506402
815	0.198684972
816	0.1984817225
817	0.1983665884
818	0.1981721099
819	0.1979910584
820	0.197822069
821	0.1976963095
822	0.1975913348
823	0.1974968875
824	0.1973930266
825	0.1973134418
826	0.1972454235
827	0.1971655816
828	0.1969609867
829	0.1967501546
830	0.1966213518
831	0.1964982701
832	0.1963622255
833	0.1962603333
834	0.1961106376
835	0.1958529872
836	0.1956944626
837	0.1955558699
838	0.1954464074
839	0.1953161381
840	0.1953039007
841	0.1951829002
842	0.1950394796
843	0.1948967142
844	0.1947478774
845	0.1946162691
846	0.1944934289
847	0.1943923761
848	0.1943227596
849	0.1942404847
850	0.1941842754
851	0.1941100459
852	0.1939619753
853	0.1938023015
854	0.1936110743
855	0.1934675986
856	0.1933885054
857	0.1932045313
858	0.1930321233
859	0.192891527
860	0.1927757283
861	0.1926918311
862	0.1925582089
863	0.1924042407
864	0.1922905777
865	0.1921409205
866	0.1920273754
867	0.1919581073
868	0.1917521655
869	0.1916433051
870	0.1915215824
871	0.1914342886
872	0.1912869115
873	0.1911270623
874	0.1909850706
875	0.1907492518
876	0.190669056
877	0.1905588148
878	0.1903793103
879	0.1902510177
880	0.1901510916
881	0.1899897758
882	0.1898869708
883	0.1898084772
884	0.1896982656
885	0.1896484671
886	0.1895030782
887	0.1892809793
888	0.1891589381
889	0.1889642398
890	0.1888414646
891	0.1887839923
892	0.1886363756
893	0.1885596049
894	0.1884716106
895	0.1883567308
896	0.188205311
897	0.1881032395
898	0.1878840291
899	0.1877731998
900	0.1877183351
901	0.1876089974
902	0.1873766181
903	0.1872429071
904	0.1870812538
905	0.1869885666
906	0.1868889016
907	0.1868779453
908	0.1868245864
909	0.1866667238
910	0.1865167573
911	0.1863847763
912	0.1862411954
913	0.1861014352
914	0.1859466323
915	0.1858302888
916	0.1856957189
917	0.1855695837
918	0.1854693579
919	0.1853257013
920	0.1851009853
921	0.1850627401
922	0.1849579689
923	0.1849147261
924	0.1847025814
925	0.1846022911
926	0.1845150218
927	0.1843747071
928	0.1842391563
929	0.1841094988
930	0.1839986747
931	0.1839110317
932	0.1837551821
933	0.1836100958
934	0.1834966615
935	0.183405498
936	0.1832718769
937	0.1831267615
938	0.1829595274
939	0.1828792225
940	0.1827031231
941	0.1825005775
942	0.1823685922
943	0.1822569365
944	0.182246861
945	0.1821453376
946	0.1819836923
947	0.1818288658
948	0.1818227965
949	0.1817203481
950	0.1816153598
951	0.1815476406
952	0.1814917619
953	0.1813935563
954	0.1811719874
955	0.180971197
956	0.1808793001
957	0.1807434628
958	0.1806135237
959	0.180439274
960	0.1803675995
961	0.1802340038
962	0.1800675484
963	0.1800034245
964	0.1798629809
965	0.1798033669
966	0.179689146
967	0.1795596387
968	0.1794238404
969	0.1793060674
970	0.179158387
971	0.1790722453
972	0.1789121165
973	0.1788055915
974	0.1786767892
975	0.1785736759
976	0.1784735351
977	0.1782925585
978	0.1781639177
979	0.1780124885
980	0.1779148465
981	0.1777978446
982	0.1776056602
983	0.17748035
984	0.1773916865
985	0.1772729077
986	0.1771991754
987	0.177133419
988	0.1770616763
989	0.1769281891
990	0.1767928535
991	0.1767080763
992	0.1766075937
993	0.1765329782
994	0.1764135677
995	0.176345323
996	0.1762216659
997	0.1761435136
998	0.1760724018
999	0.1759447636
